,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
573,1.0,82.0,,5.0,8.0,59.0
574,5.0,79.0,Yes,7.0,3.0,65.0
575,9.0,45.0,No,5.0,9.0,43.0
576,6.0,59.0,Yes,4.0,1.0,48.0
577,1.0,50.0,Yes,6.0,2.0,24.0
578,1.0,71.0,Yes,9.0,6.0,51.0
579,2.0,99.0,Yes,6.0,3.0,81.0
580,,66.0,No,5.0,6.0,62.0
581,3.0,60.0,Yes,8.0,4.0,43.0
582,1.0,83.0,No,7.0,7.0,63.0
583,5.0,87.0,No,9.0,7.0,73.0
584,7.0,89.0,No,9.0,4.0,76.0
585,6.0,52.0,Yes,6.0,6.0,43.0
586,1.0,61.0,No,6.0,5.0,34.0
587,5.0,,No,5.0,7.0,57.0
588,5.0,86.0,No,8.0,8.0,72.0
589,6.0,61.0,Yes,7.0,4.0,47.0
590,3.0,67.0,Yes,8.0,6.0,
591,5.0,60.0,No,9.0,0.0,49.0
592,7.0,85.0,No,8.0,,77.0
593,5.0,57.0,,5.0,2.0,
594,5.0,70.0,No,8.0,,56.0
595,5.0,99.0,No,7.0,5.0,89.0
596,3.0,85.0,No,9.0,7.0,65.0
597,1.0,76.0,Yes,4.0,,49.0
598,5.0,60.0,No,9.0,0.0,48.0
599,9.0,53.0,No,4.0,2.0,47.0
600,1.0,64.0,Yes,7.0,4.0,37.0
601,3.0,66.0,No,9.0,7.0,48.0
602,4.0,,Yes,9.0,,61.0
603,1.0,99.0,Yes,9.0,,77.0
604,1.0,99.0,Yes,,3.0,75.0
605,8.0,62.0,No,5.0,7.0,57.0
606,2.0,70.0,No,6.0,4.0,45.0
607,8.0,86.0,No,9.0,2.0,82.0
608,7.0,99.0,No,5.0,,90.0
609,2.0,,No,7.0,1.0,42.0
610,6.0,86.0,No,9.0,5.0,74.0
611,6.0,69.0,No,8.0,0.0,60.0
612,3.0,90.0,No,9.0,5.0,73.0
613,2.0,65.0,Yes,9.0,4.0,40.0
614,1.0,59.0,No,4.0,8.0,32.0
615,6.0,77.0,No,8.0,6.0,67.0
616,5.0,,Yes,9.0,5.0,46.0
617,9.0,66.0,No,9.0,6.0,65.0
618,1.0,64.0,Yes,9.0,9.0,42.0
619,7.0,79.0,No,5.0,4.0,69.0
620,5.0,77.0,No,,0.0,62.0
621,5.0,91.0,Yes,,8.0,75.0
622,2.0,62.0,Yes,9.0,4.0,40.0
623,3.0,68.0,No,7.0,3.0,43.0
624,7.0,54.0,Yes,4.0,5.0,42.0
625,6.0,98.0,No,4.0,4.0,84.0
626,2.0,42.0,No,4.0,0.0,15.0
627,6.0,49.0,No,9.0,1.0,39.0
628,2.0,54.0,No,5.0,3.0,
629,2.0,95.0,No,9.0,7.0,73.0
630,2.0,55.0,No,9.0,4.0,34.0
631,3.0,56.0,Yes,7.0,6.0,34.0
632,2.0,58.0,Yes,6.0,1.0,
633,4.0,50.0,Yes,6.0,7.0,34.0
634,9.0,87.0,No,6.0,4.0,85.0
635,6.0,44.0,Yes,7.0,3.0,31.0
636,1.0,44.0,No,8.0,8.0,18.0
637,8.0,97.0,Yes,7.0,5.0,
638,7.0,53.0,No,4.0,3.0,44.0
639,3.0,89.0,No,,7.0,72.0
640,1.0,65.0,No,8.0,2.0,40.0
641,5.0,47.0,No,4.0,9.0,31.0
642,4.0,44.0,No,9.0,1.0,25.0
643,8.0,46.0,Yes,9.0,6.0,44.0
644,1.0,55.0,No,4.0,3.0,27.0
645,1.0,94.0,Yes,7.0,3.0,66.0
646,4.0,53.0,No,6.0,9.0,34.0
647,8.0,,No,8.0,8.0,70.0
648,5.0,95.0,,9.0,1.0,81.0
649,2.0,80.0,Yes,5.0,0.0,56.0
650,6.0,43.0,No,9.0,6.0,30.0
651,5.0,75.0,Yes,6.0,7.0,60.0
652,2.0,87.0,No,9.0,2.0,64.0
653,3.0,95.0,Yes,5.0,1.0,74.0
654,9.0,56.0,Yes,7.0,3.0,52.0
655,7.0,86.0,Yes,9.0,1.0,84.0
656,7.0,75.0,No,8.0,1.0,66.0
657,6.0,45.0,No,7.0,4.0,32.0
658,8.0,55.0,Yes,5.0,,47.0
659,4.0,68.0,No,4.0,4.0,51.0
660,8.0,75.0,,9.0,7.0,67.0
661,4.0,77.0,No,7.0,8.0,57.0
662,8.0,76.0,Yes,9.0,1.0,71.0
663,9.0,87.0,,8.0,0.0,86.0
664,3.0,96.0,No,9.0,,77.0
665,3.0,87.0,Yes,7.0,5.0,72.0
666,2.0,49.0,No,6.0,4.0,24.0
667,3.0,80.0,,,7.0,60.0
668,3.0,75.0,Yes,5.0,7.0,55.0
669,5.0,68.0,Yes,7.0,1.0,54.0
670,5.0,53.0,No,8.0,8.0,39.0
671,2.0,43.0,No,7.0,3.0,19.0
672,6.0,83.0,No,,0.0,68.0
673,5.0,95.0,Yes,8.0,1.0,83.0
674,6.0,81.0,Yes,7.0,5.0,72.0
675,1.0,75.0,No,8.0,4.0,49.0
676,5.0,89.0,No,5.0,6.0,74.0
677,9.0,84.0,Yes,8.0,8.0,86.0
678,2.0,52.0,,5.0,5.0,26.0
679,1.0,85.0,Yes,5.0,5.0,60.0
680,9.0,57.0,Yes,8.0,1.0,54.0
681,9.0,72.0,No,7.0,6.0,73.0
682,9.0,60.0,No,9.0,1.0,61.0
683,6.0,55.0,Yes,6.0,6.0,45.0
684,8.0,54.0,No,,7.0,57.0
685,,93.0,Yes,8.0,0.0,68.0
686,4.0,96.0,Yes,7.0,8.0,72.0
687,1.0,44.0,Yes,5.0,7.0,17.0
688,8.0,45.0,No,4.0,8.0,37.0
689,1.0,77.0,No,6.0,4.0,54.0
690,3.0,42.0,No,9.0,3.0,22.0
691,4.0,87.0,Yes,7.0,0.0,73.0
692,8.0,51.0,Yes,6.0,8.0,47.0
693,6.0,75.0,Yes,4.0,3.0,63.0
694,7.0,72.0,Yes,4.0,3.0,63.0
695,8.0,75.0,No,4.0,3.0,68.0
696,2.0,72.0,No,9.0,1.0,52.0
697,8.0,70.0,No,8.0,3.0,64.0
698,3.0,60.0,Yes,6.0,1.0,
699,7.0,66.0,Yes,8.0,7.0,60.0
700,3.0,66.0,No,,6.0,45.0
701,7.0,47.0,Yes,7.0,9.0,39.0
702,2.0,95.0,No,4.0,1.0,75.0
703,6.0,76.0,Yes,8.0,1.0,67.0
704,3.0,,Yes,4.0,1.0,48.0
705,3.0,65.0,Yes,4.0,0.0,44.0
706,9.0,41.0,Yes,8.0,5.0,37.0
707,7.0,51.0,Yes,8.0,5.0,41.0
708,5.0,61.0,No,7.0,0.0,47.0
709,7.0,56.0,No,8.0,0.0,45.0
710,9.0,46.0,No,7.0,5.0,43.0
711,1.0,82.0,Yes,5.0,5.0,54.0
712,7.0,43.0,No,5.0,3.0,32.0
713,6.0,76.0,No,8.0,2.0,64.0
714,9.0,77.0,Yes,4.0,8.0,74.0
715,1.0,71.0,Yes,6.0,5.0,50.0
716,4.0,50.0,No,,0.0,
717,9.0,40.0,No,8.0,2.0,36.0
718,4.0,64.0,No,7.0,0.0,45.0
719,3.0,81.0,No,4.0,2.0,58.0
720,9.0,91.0,No,5.0,1.0,85.0
721,2.0,63.0,Yes,9.0,4.0,41.0
722,,92.0,No,8.0,2.0,78.0
723,,82.0,No,4.0,6.0,63.0
724,2.0,95.0,No,9.0,,76.0
725,8.0,56.0,No,4.0,6.0,51.0
726,8.0,47.0,No,7.0,1.0,36.0
727,1.0,98.0,No,7.0,9.0,74.0
728,3.0,84.0,Yes,7.0,9.0,
729,,66.0,Yes,9.0,6.0,65.0
730,5.0,91.0,Yes,6.0,9.0,79.0
731,6.0,57.0,No,9.0,2.0,46.0
732,4.0,66.0,No,,6.0,
733,2.0,61.0,Yes,8.0,0.0,42.0
734,8.0,55.0,No,5.0,1.0,46.0
735,6.0,41.0,,5.0,9.0,34.0
736,5.0,44.0,No,8.0,0.0,27.0
737,9.0,57.0,Yes,4.0,8.0,52.0
738,1.0,42.0,Yes,8.0,1.0,17.0
739,,66.0,Yes,6.0,1.0,53.0
740,6.0,93.0,No,5.0,5.0,84.0
741,5.0,56.0,Yes,5.0,6.0,39.0
742,6.0,55.0,Yes,9.0,1.0,44.0
743,6.0,45.0,Yes,5.0,,36.0
744,7.0,90.0,No,8.0,2.0,81.0
745,,46.0,Yes,5.0,4.0,30.0
746,8.0,89.0,Yes,5.0,8.0,80.0
747,7.0,53.0,No,9.0,1.0,41.0
748,9.0,77.0,Yes,8.0,4.0,77.0
749,7.0,79.0,No,4.0,7.0,69.0
750,3.0,54.0,No,5.0,5.0,34.0
751,3.0,86.0,Yes,5.0,3.0,64.0
752,8.0,86.0,Yes,5.0,9.0,78.0
753,5.0,87.0,Yes,6.0,7.0,74.0
754,4.0,72.0,No,8.0,2.0,
755,,82.0,Yes,5.0,3.0,76.0
756,6.0,66.0,Yes,6.0,8.0,53.0
757,2.0,68.0,Yes,4.0,4.0,46.0
758,4.0,96.0,No,4.0,5.0,77.0
759,4.0,76.0,No,9.0,,59.0
760,6.0,44.0,No,9.0,8.0,35.0
761,6.0,68.0,Yes,9.0,7.0,61.0
762,1.0,71.0,Yes,6.0,6.0,46.0
763,8.0,99.0,No,4.0,8.0,97.0
764,6.0,92.0,Yes,9.0,4.0,86.0
765,3.0,45.0,,7.0,4.0,
766,9.0,41.0,No,9.0,8.0,37.0
767,2.0,45.0,No,4.0,4.0,18.0
768,8.0,85.0,No,7.0,8.0,
769,3.0,82.0,Yes,,0.0,
770,5.0,43.0,Yes,7.0,9.0,29.0
771,6.0,95.0,,4.0,9.0,84.0
772,6.0,68.0,No,5.0,7.0,60.0
773,4.0,98.0,No,7.0,2.0,78.0
774,3.0,64.0,Yes,4.0,7.0,46.0
775,4.0,48.0,No,9.0,4.0,31.0
776,1.0,95.0,No,5.0,1.0,68.0
777,4.0,42.0,Yes,6.0,8.0,
778,1.0,65.0,No,6.0,3.0,37.0
779,1.0,87.0,Yes,8.0,6.0,62.0
780,6.0,82.0,No,6.0,7.0,69.0
781,5.0,66.0,Yes,8.0,6.0,50.0
782,4.0,75.0,No,6.0,5.0,55.0
783,3.0,71.0,Yes,6.0,6.0,54.0
784,1.0,40.0,No,6.0,3.0,12.0
785,6.0,96.0,,8.0,9.0,88.0
786,2.0,92.0,No,9.0,0.0,69.0
787,8.0,93.0,No,8.0,4.0,88.0
788,5.0,55.0,No,7.0,7.0,41.0
789,7.0,90.0,Yes,4.0,9.0,83.0
790,2.0,87.0,Yes,4.0,5.0,62.0
791,8.0,50.0,Yes,9.0,4.0,45.0
792,2.0,65.0,No,4.0,1.0,42.0
793,,79.0,Yes,6.0,9.0,65.0
794,,94.0,No,,4.0,73.0
795,5.0,40.0,No,4.0,9.0,
796,9.0,65.0,Yes,8.0,2.0,61.0
797,1.0,67.0,Yes,7.0,1.0,
798,9.0,92.0,No,5.0,2.0,85.0
799,8.0,97.0,No,7.0,,93.0
800,6.0,48.0,Yes,4.0,1.0,35.0
801,7.0,99.0,Yes,9.0,3.0,92.0
802,3.0,98.0,No,4.0,3.0,79.0
803,1.0,83.0,No,8.0,5.0,57.0
804,5.0,61.0,Yes,7.0,4.0,49.0
805,2.0,47.0,,8.0,6.0,28.0
806,5.0,97.0,No,8.0,6.0,85.0
807,8.0,,Yes,5.0,2.0,82.0
808,9.0,,Yes,8.0,8.0,80.0
809,2.0,66.0,No,8.0,6.0,41.0
810,3.0,78.0,No,5.0,,57.0
811,3.0,58.0,Yes,6.0,1.0,41.0
812,1.0,64.0,No,6.0,9.0,43.0
813,8.0,77.0,Yes,9.0,2.0,73.0
814,6.0,60.0,No,5.0,2.0,46.0
815,8.0,63.0,Yes,9.0,5.0,61.0
816,,63.0,No,9.0,3.0,61.0
817,5.0,99.0,No,8.0,3.0,
818,3.0,99.0,,9.0,0.0,78.0
819,5.0,58.0,Yes,4.0,5.0,43.0
820,5.0,89.0,Yes,7.0,7.0,
821,5.0,86.0,Yes,4.0,7.0,72.0
822,3.0,41.0,No,4.0,7.0,18.0
823,,53.0,No,8.0,4.0,36.0
824,9.0,92.0,Yes,7.0,9.0,92.0
825,9.0,71.0,Yes,9.0,5.0,71.0
826,2.0,81.0,No,7.0,4.0,58.0
827,8.0,71.0,No,9.0,3.0,69.0
828,8.0,67.0,No,6.0,3.0,58.0
829,,87.0,No,5.0,3.0,74.0
830,8.0,78.0,Yes,8.0,3.0,72.0
831,3.0,79.0,Yes,9.0,5.0,61.0
832,6.0,81.0,No,9.0,5.0,74.0
833,1.0,86.0,No,7.0,4.0,60.0
834,7.0,79.0,No,8.0,8.0,70.0
835,1.0,52.0,Yes,9.0,7.0,
836,9.0,51.0,Yes,6.0,9.0,49.0
837,1.0,47.0,No,4.0,5.0,17.0
838,1.0,54.0,No,9.0,8.0,
839,7.0,65.0,No,7.0,4.0,51.0
840,2.0,51.0,No,6.0,9.0,27.0
841,5.0,82.0,No,8.0,3.0,67.0
842,8.0,90.0,No,9.0,5.0,84.0
843,8.0,85.0,Yes,6.0,3.0,81.0
844,3.0,66.0,Yes,6.0,7.0,45.0
845,7.0,57.0,Yes,6.0,6.0,50.0
846,3.0,84.0,No,6.0,4.0,67.0
847,6.0,75.0,No,6.0,9.0,67.0
848,6.0,88.0,No,6.0,5.0,77.0
849,3.0,90.0,Yes,5.0,6.0,70.0
850,7.0,66.0,No,8.0,1.0,59.0
851,3.0,48.0,Yes,4.0,8.0,27.0
852,8.0,94.0,No,8.0,6.0,88.0
853,4.0,78.0,No,7.0,7.0,60.0
854,1.0,40.0,No,7.0,4.0,
855,4.0,46.0,Yes,8.0,2.0,27.0
856,7.0,65.0,Yes,6.0,1.0,54.0
857,4.0,46.0,Yes,5.0,1.0,32.0
858,6.0,91.0,No,4.0,2.0,79.0
859,9.0,46.0,Yes,9.0,,44.0
860,1.0,47.0,No,9.0,0.0,20.0
861,5.0,55.0,No,6.0,6.0,42.0
862,7.0,42.0,Yes,8.0,9.0,33.0
863,1.0,84.0,Yes,9.0,7.0,58.0
864,4.0,49.0,No,8.0,5.0,31.0
865,6.0,89.0,No,5.0,6.0,75.0
866,2.0,46.0,No,5.0,0.0,22.0
867,5.0,60.0,No,8.0,,
868,1.0,92.0,Yes,6.0,8.0,68.0
869,6.0,76.0,Yes,6.0,4.0,66.0
870,6.0,70.0,Yes,6.0,,60.0
871,4.0,62.0,No,9.0,5.0,44.0
872,8.0,96.0,No,4.0,3.0,90.0
873,4.0,66.0,No,4.0,0.0,47.0
874,8.0,95.0,Yes,6.0,3.0,
875,8.0,61.0,No,8.0,9.0,56.0
876,5.0,78.0,No,5.0,9.0,66.0
877,4.0,96.0,Yes,7.0,7.0,78.0
878,2.0,66.0,Yes,5.0,0.0,43.0
879,3.0,93.0,No,5.0,1.0,72.0
880,3.0,88.0,Yes,7.0,7.0,69.0
881,4.0,43.0,No,6.0,1.0,24.0
882,4.0,63.0,Yes,5.0,9.0,47.0
883,5.0,62.0,No,7.0,8.0,45.0
884,4.0,87.0,Yes,9.0,2.0,72.0
885,8.0,58.0,,8.0,2.0,51.0
886,6.0,81.0,Yes,8.0,5.0,73.0
887,,42.0,Yes,8.0,2.0,28.0
888,8.0,66.0,No,6.0,8.0,56.0
889,7.0,42.0,No,5.0,7.0,29.0
890,8.0,67.0,Yes,5.0,3.0,60.0
891,2.0,56.0,No,4.0,5.0,28.0
892,9.0,70.0,Yes,8.0,7.0,66.0
893,1.0,49.0,Yes,6.0,3.0,21.0
894,8.0,88.0,No,7.0,4.0,
895,4.0,61.0,No,6.0,6.0,
896,4.0,69.0,No,5.0,7.0,51.0
897,5.0,88.0,No,8.0,6.0,
898,8.0,60.0,No,,7.0,50.0
899,5.0,75.0,No,9.0,3.0,62.0
900,8.0,92.0,No,6.0,0.0,90.0
901,1.0,62.0,Yes,4.0,5.0,32.0
902,9.0,77.0,No,5.0,4.0,71.0
903,6.0,,Yes,7.0,3.0,37.0
904,3.0,64.0,No,6.0,1.0,
905,8.0,93.0,No,9.0,0.0,85.0
906,9.0,96.0,,5.0,8.0,96.0
907,6.0,59.0,Yes,8.0,,51.0
908,7.0,88.0,Yes,6.0,8.0,82.0
909,1.0,88.0,Yes,4.0,5.0,64.0
910,5.0,81.0,No,6.0,5.0,67.0
911,5.0,,No,5.0,1.0,32.0
912,4.0,68.0,Yes,5.0,5.0,50.0
913,6.0,87.0,Yes,,2.0,
914,7.0,68.0,No,9.0,6.0,62.0
915,9.0,52.0,No,5.0,9.0,48.0
916,1.0,42.0,Yes,6.0,3.0,20.0
917,6.0,41.0,No,9.0,8.0,33.0
918,7.0,55.0,No,4.0,4.0,43.0
919,3.0,69.0,Yes,5.0,9.0,49.0
920,8.0,77.0,Yes,5.0,2.0,70.0
921,5.0,45.0,Yes,6.0,0.0,28.0
922,9.0,84.0,Yes,5.0,0.0,82.0
923,5.0,46.0,No,6.0,3.0,29.0
924,9.0,44.0,Yes,8.0,9.0,42.0
925,4.0,95.0,No,9.0,9.0,79.0
926,9.0,46.0,No,6.0,3.0,41.0
927,5.0,73.0,No,7.0,8.0,61.0
928,9.0,71.0,,5.0,7.0,69.0
929,3.0,88.0,Yes,8.0,3.0,68.0
930,4.0,52.0,No,9.0,5.0,38.0
931,9.0,69.0,Yes,4.0,6.0,67.0
932,6.0,64.0,,7.0,9.0,54.0
933,2.0,,Yes,4.0,7.0,39.0
934,7.0,99.0,No,7.0,3.0,93.0
935,2.0,,No,8.0,,76.0
936,2.0,60.0,Yes,9.0,4.0,
937,1.0,67.0,Yes,8.0,0.0,38.0
938,3.0,,Yes,8.0,3.0,69.0
939,6.0,97.0,Yes,,6.0,88.0
940,8.0,59.0,,6.0,6.0,54.0
941,9.0,73.0,No,9.0,0.0,68.0
942,7.0,44.0,No,4.0,8.0,33.0
943,4.0,57.0,No,6.0,1.0,40.0
944,6.0,99.0,No,6.0,4.0,87.0
945,5.0,78.0,Yes,5.0,5.0,64.0
946,8.0,82.0,Yes,4.0,0.0,70.0
947,1.0,96.0,No,7.0,1.0,70.0
948,1.0,96.0,Yes,5.0,6.0,72.0
949,6.0,50.0,No,5.0,5.0,38.0
950,2.0,93.0,No,8.0,5.0,71.0
951,5.0,56.0,Yes,7.0,5.0,
952,1.0,87.0,No,6.0,6.0,58.0
953,7.0,84.0,Yes,9.0,9.0,77.0
954,1.0,61.0,No,,8.0,38.0
955,4.0,76.0,Yes,6.0,,60.0
956,9.0,59.0,No,8.0,1.0,57.0
957,1.0,87.0,,6.0,1.0,63.0
958,4.0,99.0,Yes,4.0,4.0,82.0
959,6.0,93.0,No,6.0,9.0,84.0
960,6.0,93.0,No,6.0,6.0,84.0
961,8.0,87.0,Yes,,,77.0
962,1.0,87.0,Yes,8.0,2.0,61.0
963,7.0,85.0,Yes,5.0,3.0,73.0
964,1.0,45.0,No,7.0,2.0,15.0
965,7.0,73.0,Yes,8.0,,
966,3.0,53.0,Yes,6.0,7.0,33.0
967,8.0,87.0,Yes,5.0,6.0,78.0
968,3.0,62.0,No,7.0,6.0,43.0
969,1.0,59.0,Yes,7.0,9.0,34.0
970,8.0,52.0,No,7.0,1.0,48.0
971,3.0,86.0,No,4.0,8.0,66.0
972,2.0,83.0,Yes,4.0,5.0,60.0
973,1.0,80.0,No,5.0,2.0,53.0
974,3.0,71.0,No,,8.0,51.0
975,2.0,65.0,No,5.0,,
976,2.0,89.0,No,6.0,5.0,68.0
977,,92.0,No,8.0,9.0,80.0
978,1.0,53.0,Yes,7.0,5.0,26.0
979,2.0,91.0,Yes,7.0,,70.0
980,6.0,96.0,Yes,,7.0,85.0
981,3.0,75.0,No,8.0,5.0,57.0
982,4.0,47.0,Yes,9.0,6.0,30.0
983,1.0,79.0,No,8.0,3.0,56.0
984,8.0,61.0,,6.0,0.0,53.0
985,,,No,8.0,3.0,52.0
986,7.0,55.0,No,4.0,7.0,47.0
987,3.0,66.0,Yes,6.0,7.0,48.0
988,3.0,95.0,No,5.0,1.0,78.0
989,2.0,99.0,Yes,6.0,6.0,79.0
990,1.0,99.0,Yes,5.0,0.0,75.0
991,7.0,49.0,No,9.0,1.0,40.0
992,7.0,64.0,,6.0,7.0,59.0
993,2.0,70.0,Yes,7.0,9.0,49.0
994,7.0,60.0,Yes,9.0,3.0,48.0
995,8.0,66.0,No,5.0,2.0,60.0
996,1.0,56.0,No,4.0,1.0,
997,9.0,72.0,No,9.0,5.0,68.0
998,7.0,70.0,Yes,9.0,3.0,
999,3.0,89.0,Yes,9.0,2.0,71.0
1000,8.0,81.0,No,5.0,2.0,76.0
1001,,65.0,No,5.0,9.0,57.0
1002,8.0,60.0,Yes,6.0,2.0,54.0
1003,6.0,75.0,No,7.0,7.0,61.0
1004,9.0,40.0,No,9.0,8.0,34.0
1005,5.0,43.0,,6.0,8.0,32.0
1006,3.0,43.0,Yes,6.0,4.0,23.0
1007,3.0,65.0,No,7.0,0.0,44.0
1008,1.0,43.0,No,6.0,9.0,18.0
1009,8.0,88.0,No,7.0,4.0,82.0
1010,2.0,48.0,No,4.0,0.0,18.0
1011,3.0,69.0,Yes,7.0,8.0,52.0
1012,8.0,,,8.0,9.0,88.0
1013,8.0,84.0,No,7.0,7.0,78.0
1014,4.0,43.0,Yes,7.0,,26.0
1015,4.0,,,,1.0,26.0
1016,5.0,84.0,Yes,7.0,1.0,74.0
1017,6.0,62.0,Yes,5.0,3.0,52.0
1018,5.0,55.0,,6.0,8.0,40.0
1019,7.0,61.0,Yes,6.0,8.0,
1020,2.0,76.0,Yes,4.0,7.0,51.0
1021,7.0,,No,4.0,4.0,35.0
1022,7.0,87.0,No,,6.0,79.0
1023,1.0,72.0,Yes,5.0,8.0,45.0
1024,7.0,94.0,No,4.0,2.0,81.0
1025,5.0,99.0,No,6.0,3.0,87.0
1026,3.0,77.0,Yes,4.0,1.0,56.0
1027,3.0,82.0,Yes,4.0,8.0,
1028,4.0,55.0,Yes,7.0,6.0,38.0
1029,2.0,44.0,Yes,4.0,5.0,17.0
1030,2.0,55.0,,8.0,4.0,35.0
1031,1.0,46.0,No,6.0,6.0,20.0
1032,5.0,90.0,No,8.0,2.0,75.0
1033,4.0,,Yes,8.0,4.0,26.0
1034,2.0,48.0,Yes,9.0,1.0,23.0
1035,,57.0,No,5.0,4.0,38.0
1036,7.0,84.0,,9.0,6.0,78.0
1037,,97.0,No,9.0,9.0,91.0
1038,4.0,86.0,Yes,7.0,6.0,
1039,5.0,42.0,Yes,8.0,8.0,31.0
1040,5.0,63.0,No,5.0,2.0,49.0
1041,6.0,67.0,Yes,6.0,7.0,57.0
1042,9.0,49.0,No,6.0,4.0,45.0
1043,2.0,48.0,Yes,5.0,6.0,22.0
1044,5.0,52.0,Yes,8.0,0.0,35.0
1045,3.0,87.0,No,8.0,0.0,65.0
1046,4.0,74.0,No,7.0,3.0,53.0
1047,6.0,93.0,Yes,7.0,4.0,79.0
1048,8.0,,No,9.0,9.0,57.0
1049,1.0,86.0,Yes,6.0,2.0,58.0
1050,8.0,56.0,No,7.0,5.0,
1051,7.0,85.0,No,5.0,2.0,75.0
1052,1.0,46.0,Yes,6.0,4.0,17.0
1053,2.0,91.0,Yes,8.0,0.0,70.0
1054,3.0,55.0,Yes,6.0,2.0,36.0
1055,,92.0,No,4.0,6.0,61.0
1056,9.0,79.0,No,6.0,2.0,78.0
1057,8.0,75.0,Yes,7.0,4.0,71.0
1058,2.0,59.0,No,5.0,6.0,36.0
1059,9.0,63.0,Yes,,1.0,
1060,7.0,86.0,Yes,8.0,,78.0
1061,9.0,44.0,Yes,7.0,3.0,39.0
1062,6.0,84.0,Yes,7.0,4.0,70.0
1063,6.0,45.0,Yes,7.0,8.0,34.0
1064,4.0,67.0,No,4.0,8.0,49.0
1065,2.0,98.0,No,5.0,3.0,
1066,7.0,44.0,Yes,,8.0,34.0
1067,5.0,88.0,No,7.0,3.0,77.0
1068,6.0,78.0,Yes,5.0,1.0,67.0
1069,,77.0,,7.0,9.0,52.0
1070,5.0,41.0,No,5.0,0.0,25.0
1071,4.0,82.0,Yes,8.0,6.0,68.0
1072,,78.0,No,4.0,3.0,76.0
1073,6.0,93.0,Yes,9.0,7.0,85.0
1074,2.0,60.0,No,7.0,7.0,40.0
1075,,79.0,Yes,7.0,7.0,56.0
1076,5.0,76.0,Yes,,5.0,62.0
1077,9.0,98.0,Yes,9.0,8.0,99.0
1078,6.0,57.0,Yes,8.0,3.0,46.0
1079,7.0,93.0,Yes,7.0,4.0,86.0
1080,5.0,87.0,Yes,4.0,3.0,73.0
1081,,,No,8.0,4.0,74.0
1082,5.0,51.0,Yes,7.0,1.0,37.0
1083,9.0,56.0,No,4.0,4.0,50.0
1084,6.0,76.0,,6.0,9.0,65.0
1085,8.0,,No,6.0,7.0,79.0
1086,2.0,77.0,,4.0,8.0,
1087,9.0,54.0,Yes,8.0,6.0,55.0
1088,5.0,46.0,No,,6.0,31.0
1089,7.0,53.0,Yes,9.0,5.0,47.0
1090,1.0,89.0,Yes,4.0,1.0,
1091,5.0,40.0,Yes,6.0,9.0,27.0
1092,2.0,77.0,Yes,6.0,9.0,53.0
1093,6.0,42.0,No,6.0,8.0,33.0
1094,1.0,76.0,Yes,9.0,,56.0
1095,3.0,83.0,No,7.0,5.0,65.0
1096,5.0,,Yes,9.0,0.0,55.0
1097,4.0,82.0,Yes,7.0,4.0,
1098,3.0,52.0,Yes,9.0,5.0,32.0
1099,5.0,87.0,Yes,5.0,9.0,73.0
1100,8.0,57.0,No,7.0,1.0,45.0
1101,4.0,56.0,Yes,8.0,6.0,43.0
1102,1.0,56.0,Yes,8.0,,32.0
1103,7.0,50.0,Yes,6.0,4.0,42.0
1104,8.0,59.0,No,9.0,,55.0
1105,3.0,49.0,No,4.0,4.0,28.0
1106,6.0,68.0,No,6.0,3.0,58.0
1107,2.0,87.0,No,4.0,,67.0
1108,7.0,73.0,Yes,9.0,5.0,66.0
1109,8.0,56.0,Yes,6.0,1.0,46.0
1110,6.0,93.0,No,,2.0,79.0
1111,6.0,91.0,Yes,8.0,9.0,83.0
1112,5.0,81.0,Yes,4.0,0.0,63.0
1113,8.0,52.0,No,,6.0,45.0
1114,,83.0,Yes,5.0,8.0,63.0
1115,4.0,86.0,No,6.0,1.0,70.0
1116,4.0,78.0,No,9.0,6.0,58.0
1117,3.0,66.0,No,6.0,2.0,50.0
1118,3.0,93.0,No,8.0,4.0,77.0
1119,4.0,92.0,No,4.0,5.0,75.0
1120,1.0,65.0,No,6.0,7.0,40.0
1121,2.0,67.0,Yes,9.0,3.0,43.0
1122,9.0,52.0,Yes,5.0,1.0,47.0
1123,2.0,51.0,Yes,4.0,2.0,22.0
1124,5.0,83.0,No,6.0,7.0,71.0
1125,9.0,67.0,No,4.0,6.0,63.0
1126,9.0,41.0,No,8.0,5.0,37.0
1127,8.0,76.0,Yes,5.0,4.0,72.0
1128,1.0,96.0,Yes,9.0,4.0,73.0
1129,1.0,96.0,No,4.0,0.0,72.0
1130,9.0,73.0,No,,5.0,68.0
1131,8.0,62.0,No,6.0,8.0,59.0
1132,9.0,97.0,No,9.0,7.0,97.0
1133,7.0,91.0,No,9.0,9.0,83.0
1134,3.0,84.0,Yes,7.0,0.0,65.0
1135,3.0,68.0,No,4.0,5.0,47.0
1136,2.0,74.0,,5.0,2.0,51.0
1137,5.0,50.0,No,,5.0,32.0
1138,3.0,87.0,No,6.0,8.0,63.0
1139,6.0,72.0,Yes,6.0,5.0,60.0
1140,,,No,9.0,7.0,70.0
1141,3.0,50.0,No,9.0,5.0,32.0
1142,5.0,48.0,No,5.0,5.0,32.0
1143,1.0,53.0,,8.0,6.0,29.0
1144,1.0,48.0,No,4.0,9.0,21.0
1145,9.0,78.0,Yes,4.0,3.0,74.0
1146,7.0,87.0,No,6.0,7.0,81.0
