,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
188,2022-05-10,2.0,7000.0,685.0,2 out of 3,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,,Contact Agent
189,2022-05-24,,6500.0,44.0,Ground out of 1,Carpet Area,Baranagar,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
190,2022-06-10,4.0,13000.0,1200.0,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
191,2022-05-05,2.0,9000.0,500.0,Ground out of 2,,Airport Near Gate No. 21/2,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
192,2022-04-29,4.0,10000.0,1110.0,2 out of 2,Carpet Area,Purbasa,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
193,2022-05-05,2.0,12000.0,1000.0,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
194,2022-06-26,2.0,5000.0,392.0,,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
195,2022-05-09,2.0,6000.0,,1 out of 2,Super Area,Barasat-Barrackpore Road,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
196,2022-05-19,1.0,5200.0,750.0,2 out of 4,Super Area,,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
197,2022-06-07,3.0,15000.0,1500.0,1 out of 2,Super Area,,Kolkata,Unfurnished,Family,2.0,Contact Owner
198,2022-04-29,2.0,9000.0,900.0,Ground out of 1,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
199,2022-07-03,1.0,24000.0,710.0,,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors,1.0,Contact Agent
200,2022-05-26,,5500.0,400.0,Ground out of 3,Carpet Area,jadavpur central park east,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
201,2022-06-24,,10000.0,700.0,1 out of 2,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
202,2022-07-03,2.0,15000.0,1000.0,Ground out of 2,Carpet Area,Tn Chatterjee Street,Kolkata,Semi-Furnished,,1.0,Contact Owner
203,2022-06-12,1.0,4700.0,250.0,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,,Contact Owner
204,2022-05-14,1.0,5000.0,500.0,Ground out of 3,Carpet Area,,,Semi-Furnished,,1.0,Contact Owner
205,2022-05-20,2.0,5000.0,450.0,2 out of 2,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
206,2022-06-27,3.0,15000.0,1400.0,1 out of 3,Super Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
207,2022-05-14,1.0,5000.0,500.0,1 out of 1,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
208,2022-06-17,2.0,6000.0,700.0,Ground out of 1,Carpet Area,Hatiara Extention,Kolkata,,Bachelors/Family,,Contact Owner
209,2022-06-04,3.0,18000.0,,1 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
210,2022-06-21,2.0,8000.0,450.0,1 out of 2,,Andul,Kolkata,Unfurnished,Bachelors,,
211,2022-06-23,1.0,13000.0,500.0,2 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors,1.0,Contact Agent
212,2022-07-02,2.0,7500.0,400.0,Ground out of 1,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,1.0,
213,2022-04-24,3.0,12000.0,1000.0,Ground out of 1,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,,Contact Owner
214,2022-06-04,2.0,,750.0,Ground out of 1,Carpet Area,Parnasree Pally,Kolkata,,Bachelors,,Contact Owner
215,2022-06-24,1.0,,450.0,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,,1.0,Contact Owner
216,2022-06-19,3.0,20000.0,1000.0,1 out of 2,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2.0,Contact Agent
217,2022-07-03,2.0,,500.0,1 out of 1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
218,2022-06-19,4.0,30000.0,1600.0,Ground out of 1,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2.0,Contact Agent
219,2022-07-02,2.0,7500.0,550.0,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
220,2022-06-21,1.0,6500.0,550.0,1 out of 2,,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
221,2022-06-04,1.0,3000.0,200.0,2 out of 3,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
222,2022-06-30,2.0,5200.0,650.0,1 out of 2,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
223,2022-06-22,2.0,25000.0,1000.0,1 out of 1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2.0,Contact Owner
224,2022-05-27,2.0,12500.0,680.0,Ground out of 2,Carpet Area,Barrackpore,Kolkata,Unfurnished,,2.0,Contact Owner
225,2022-06-17,2.0,8500.0,720.0,Ground out of 1,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,,2.0,Contact Owner
226,2022-06-20,2.0,3500.0,500.0,4 out of 5,Carpet Area,,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
227,2022-06-30,,7000.0,800.0,Ground out of 2,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
228,2022-05-19,1.0,,160.0,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
229,2022-06-19,2.0,14000.0,1200.0,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Agent
230,2022-06-17,1.0,18000.0,700.0,Ground out of 4,Super Area,Salt Lake City Sector 3,Kolkata,Furnished,,1.0,Contact Owner
231,2022-06-13,1.0,3500.0,,Ground out of 1,Super Area,Dum Dum Cantonment,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
232,2022-06-16,2.0,16000.0,1250.0,Ground out of 1,Super Area,Kasba,Kolkata,,Bachelors/Family,2.0,Contact Agent
233,2022-05-06,4.0,35000.0,1600.0,,Super Area,Salt Lake City,,Unfurnished,Bachelors/Family,3.0,Contact Owner
234,2022-06-04,2.0,21000.0,700.0,Ground out of 2,Super Area,Lake Gardens,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
235,2022-06-16,,4500.0,450.0,Ground out of 2,Super Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
236,2022-06-04,2.0,15000.0,839.0,,Super Area,Howrah,Kolkata,,Bachelors/Family,,Contact Owner
237,2022-07-01,1.0,4500.0,230.0,Ground out of 3,,Birati,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
238,2022-05-06,1.0,5500.0,1800.0,Ground out of 2,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
239,2022-05-10,2.0,8500.0,800.0,1 out of 2,Super Area,Baguihati,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
240,2022-05-27,1.0,5000.0,,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,Kolkata,Semi-Furnished,Bachelors/Family,1.0,
241,,2.0,8500.0,620.0,Ground out of 1,Carpet Area,Kasba,,Unfurnished,,1.0,Contact Owner
242,2022-04-24,2.0,9000.0,650.0,2 out of 3,Carpet Area,tollygunge Kabardanga,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
243,2022-05-23,1.0,7500.0,550.0,1 out of 2,Super Area,"Naktala, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
244,2022-04-23,2.0,7000.0,450.0,1 out of 3,,safuipara,Kolkata,,Bachelors,2.0,
245,2022-04-24,3.0,15000.0,1350.0,1 out of 2,Carpet Area,"Annapurna Apartment, Rajarhat Chowmatha",Kolkata,Unfurnished,Family,2.0,Contact Owner
246,2022-05-06,2.0,7000.0,600.0,2 out of 2,Super Area,"Park Circus, Ballygunge",Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
247,2022-05-31,3.0,10000.0,1200.0,2 out of 4,Super Area,Belghoria,Kolkata,Furnished,Bachelors/Family,,
248,2022-06-25,2.0,7000.0,700.0,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",Kolkata,,Bachelors/Family,1.0,Contact Agent
249,2022-06-27,3.0,3200.0,800.0,1 out of 3,Carpet Area,Bhawanipur,Kolkata,Furnished,Bachelors/Family,2.0,Contact Owner
250,2022-06-19,2.0,6000.0,600.0,Ground out of 3,Carpet Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
251,2022-06-19,2.0,12000.0,900.0,1 out of 3,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
252,2022-05-31,2.0,6000.0,750.0,Ground out of 1,Super Area,Behala,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
253,2022-07-01,3.0,10000.0,1250.0,1 out of 2,Super Area,Jaffarpore Rifle Range Road,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
254,2022-05-31,3.0,12000.0,1000.0,2 out of 2,Super Area,Dariya,Kolkata,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
255,2022-06-03,2.0,8000.0,600.0,Ground out of 2,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
256,2022-06-30,2.0,5300.0,650.0,1 out of 1,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
257,,2.0,5000.0,450.0,2 out of 3,Carpet Area,Liluah,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
258,,3.0,8500.0,800.0,Ground out of 2,Super Area,Near DumDum Metro,Kolkata,Unfurnished,Bachelors/Family,,Contact Owner
259,2022-06-19,3.0,22000.0,1000.0,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
260,2022-06-19,2.0,7000.0,1000.0,Ground out of 3,Super Area,"Kumarpara, Narendrapur",Kolkata,Unfurnished,,1.0,Contact Owner
261,,3.0,25000.0,1400.0,5 out of 5,Carpet Area,Salt Lake City,Kolkata,Furnished,Bachelors,3.0,Contact Agent
262,,2.0,7000.0,600.0,1 out of 4,Carpet Area,Barrackpore,Kolkata,Semi-Furnished,Bachelors,1.0,Contact Owner
263,2022-06-13,2.0,15000.0,723.0,Ground out of 3,Carpet Area,Narendrapur,Kolkata,Furnished,Family,1.0,Contact Owner
264,2022-06-19,1.0,6000.0,320.0,Ground out of 2,Carpet Area,Sahid Nagar,Kolkata,Unfurnished,Bachelors/Family,1.0,
265,2022-06-17,2.0,8000.0,900.0,Ground out of 3,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
266,2022-05-27,,40000.0,1400.0,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors/Family,2.0,Contact Agent
267,2022-06-24,1.0,6000.0,2160.0,1 out of 2,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors,1.0,Contact Owner
268,2022-06-22,2.0,15000.0,650.0,Ground out of 2,Carpet Area,kasba bosepukur,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
269,,2.0,6500.0,800.0,1 out of 1,Super Area,Kanchrapara,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
270,2022-06-08,3.0,8000.0,800.0,2 out of 3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
271,2022-05-05,1.0,5500.0,500.0,Ground out of 2,Carpet Area,,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
272,2022-06-28,3.0,9000.0,1700.0,1 out of 2,Super Area,Panchanantala Road,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
273,2022-04-27,1.0,6000.0,130.0,Ground out of 2,Carpet Area,Bow Bazar,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
274,2022-05-14,1.0,15000.0,505.0,Ground out of 3,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
275,2022-07-04,4.0,30000.0,4000.0,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Furnished,,3.0,Contact Agent
276,2022-05-22,3.0,30000.0,1250.0,Ground out of 2,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
277,2022-06-15,1.0,5000.0,700.0,Ground out of 2,Carpet Area,My Own House,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
278,2022-06-12,2.0,15000.0,900.0,Ground out of 1,Super Area,"Park Circus, Ballygunge",Kolkata,Unfurnished,Bachelors,1.0,
279,2022-06-26,1.0,6500.0,650.0,1 out of 1,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
280,2022-06-29,2.0,4500.0,750.0,Ground out of 1,Super Area,Azadgarh,Kolkata,,Bachelors/Family,1.0,
281,2022-05-07,2.0,7000.0,450.0,Ground out of 3,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
282,2022-06-25,1.0,6500.0,350.0,1 out of 2,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
283,2022-06-12,1.0,17500.0,480.0,1 out of 2,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2.0,Contact Owner
284,2022-06-18,2.0,10000.0,900.0,Ground out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
285,,1.0,1500.0,200.0,Ground out of 2,Super Area,,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
286,2022-06-06,3.0,25000.0,1100.0,,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3.0,Contact Owner
287,2022-04-28,2.0,12000.0,800.0,1 out of 2,Carpet Area,,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
288,2022-06-05,3.0,7500.0,1000.0,Ground out of 2,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2.0,Contact Owner
289,2022-06-11,1.0,7000.0,800.0,1 out of 2,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
290,2022-06-29,1.0,3500.0,200.0,Upper Basement out of 4,Super Area,Baguihati,Kolkata,,Bachelors/Family,1.0,Contact Owner
291,2022-06-26,3.0,10000.0,,1 out of 2,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
292,2022-05-17,2.0,14000.0,900.0,Ground out of 2,Carpet Area,Salt Lake City,,Unfurnished,,2.0,Contact Agent
293,,2.0,15000.0,1500.0,Ground out of 2,Super Area,Garia,Kolkata,Unfurnished,,2.0,Contact Owner
294,2022-05-15,2.0,6500.0,600.0,2 out of 3,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
295,2022-05-14,3.0,10000.0,800.0,Ground out of 4,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
296,2022-05-09,2.0,,800.0,1 out of 2,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2.0,Contact Owner
297,2022-06-11,3.0,10000.0,900.0,Ground out of 3,Carpet Area,Garia,Kolkata,,Bachelors/Family,2.0,Contact Owner
298,2022-04-24,1.0,5000.0,350.0,Ground out of 3,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
299,2022-06-29,2.0,9000.0,800.0,Ground out of 2,Carpet Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
300,2022-06-23,2.0,20000.0,1600.0,Ground out of 3,,Jadavpur University,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
301,2022-05-12,3.0,35000.0,1012.0,2 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
302,2022-04-29,,15000.0,1200.0,Ground out of 2,Carpet Area,"Pathak Para, Behala",Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
303,2022-04-23,2.0,20000.0,700.0,1 out of 2,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,,1.0,Contact Owner
304,2022-05-09,2.0,12000.0,1000.0,1 out of 3,Super Area,Behala,Kolkata,Semi-Furnished,,,Contact Owner
305,2022-06-30,2.0,8000.0,800.0,Ground out of 3,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1.0,
306,2022-05-05,1.0,3000.0,500.0,Ground out of 1,Super Area,Hatiara,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
307,2022-05-20,3.0,20000.0,1200.0,Ground out of 1,Carpet Area,,Kolkata,Semi-Furnished,Bachelors,2.0,Contact Owner
308,,,9000.0,450.0,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1.0,Contact Agent
309,2022-06-25,3.0,13000.0,950.0,Ground out of 2,Carpet Area,"Rabindrapally, Garia",Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
310,2022-06-30,1.0,7000.0,350.0,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1.0,
311,2022-06-03,1.0,9000.0,450.0,Ground out of 3,Carpet Area,,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Agent
312,2022-05-03,1.0,9000.0,550.0,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",Kolkata,Semi-Furnished,,1.0,Contact Owner
313,,2.0,10000.0,300.0,Ground out of 1,Carpet Area,Keshtopur,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
314,2022-05-09,3.0,15000.0,1250.0,,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,,,2.0,Contact Owner
315,2022-06-22,2.0,7000.0,700.0,2 out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
316,2022-05-31,3.0,8000.0,812.0,Ground out of 3,Super Area,Hooghly,,Unfurnished,Bachelors/Family,2.0,Contact Owner
317,2022-06-21,2.0,8000.0,550.0,Ground out of 2,Super Area,"Kalabagan, Tollygunge",,Unfurnished,Bachelors/Family,1.0,Contact Owner
318,2022-06-22,1.0,5000.0,500.0,,Super Area,Rishra,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
319,2022-06-23,1.0,14000.0,320.0,1 out of 2,Carpet Area,"Action Area 3, Rajarhat Newtown",Kolkata,Furnished,,1.0,
320,2022-05-05,2.0,5000.0,600.0,Ground out of 2,Super Area,"Anandapuri, Barrackpore",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
321,2022-06-01,2.0,5000.0,420.0,Ground out of 2,Carpet Area,Barasat,Kolkata,,Bachelors,1.0,Contact Owner
322,2022-06-29,3.0,12000.0,1100.0,Ground out of 2,Super Area,Rabindrapally Kestopur,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
323,2022-06-29,1.0,3200.0,,3 out of 4,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,,Contact Owner
324,2022-06-10,2.0,8500.0,700.0,Ground out of 2,Carpet Area,Nungi More,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
325,2022-06-06,3.0,16000.0,1200.0,Ground out of 2,Carpet Area,,Kolkata,Unfurnished,,2.0,Contact Agent
326,2022-05-23,2.0,14000.0,800.0,,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2.0,
327,2022-06-16,1.0,8000.0,300.0,Ground out of 1,Carpet Area,Bansdroni,Kolkata,Furnished,Bachelors,1.0,Contact Agent
328,2022-05-26,,7000.0,650.0,Ground out of 2,Carpet Area,Baruipur,Kolkata,Unfurnished,,1.0,Contact Owner
329,2022-05-30,1.0,8000.0,600.0,1 out of 2,Super Area,Garia,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
330,2022-06-08,1.0,3000.0,350.0,,Super Area,Belghoria,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
331,2022-06-14,1.0,3800.0,500.0,1 out of 3,Carpet Area,Nalta,,Unfurnished,Bachelors,1.0,Contact Owner
332,2022-06-10,1.0,,400.0,1 out of 1,Super Area,"Vivek Nagar, Garfa",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
333,2022-05-04,3.0,20000.0,1750.0,Ground out of 3,Super Area,Kalindi,Kolkata,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
334,2022-05-04,3.0,30000.0,1600.0,3 out of 3,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
335,2022-06-13,,8000.0,300.0,Ground out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Agent
336,2022-06-25,2.0,14000.0,1100.0,1 out of 3,Super Area,,Kolkata,Semi-Furnished,,,Contact Owner
337,2022-06-22,2.0,7200.0,830.0,Ground out of 3,Super Area,Sodepur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
338,2022-05-20,2.0,7000.0,600.0,Ground out of 2,,2 BHK,Kolkata,Semi-Furnished,Bachelors/Family,2.0,
339,2022-06-01,1.0,7000.0,500.0,,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
340,2022-06-29,2.0,7500.0,900.0,1 out of 2,Carpet Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,,Contact Owner
341,,2.0,8500.0,1250.0,Ground out of 1,Carpet Area,Barasat,Kolkata,Unfurnished,Family,2.0,Contact Owner
342,2022-06-03,2.0,12000.0,700.0,Ground out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,1.0,Contact Agent
343,2022-06-22,1.0,8500.0,850.0,Ground out of 1,Carpet Area,Dakshineswar,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
344,2022-06-29,,9500.0,,Ground out of 1,Carpet Area,"Garia Station, Garia",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
345,2022-06-30,2.0,7500.0,550.0,Ground out of 1,Carpet Area,"New Garia Metro, New Garia",Kolkata,Furnished,Bachelors/Family,2.0,Contact Owner
346,2022-06-15,,12000.0,1200.0,Ground out of 1,Super Area,Hati Bagan - Bansdroni,Kolkata,,Bachelors/Family,1.0,Contact Owner
347,2022-06-15,3.0,20000.0,1100.0,Ground out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2.0,
348,2022-06-29,2.0,8500.0,650.0,Ground out of 1,Super Area,Howrah,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
349,2022-06-15,3.0,20000.0,1050.0,Ground out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2.0,Contact Agent
350,2022-05-20,,6000.0,960.0,,Super Area,,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
351,2022-05-30,2.0,5500.0,650.0,1 out of 1,Carpet Area,Joka,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
352,2022-05-21,1.0,7000.0,550.0,Ground out of 2,Super Area,Kasba,Kolkata,Semi-Furnished,,1.0,Contact Owner
353,2022-05-21,2.0,7000.0,500.0,,Super Area,Dum Dum Metro,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
354,,1.0,6500.0,450.0,3 out of 4,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Family,1.0,Contact Owner
355,2022-06-29,2.0,10000.0,850.0,1 out of 2,Super Area,,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
356,2022-07-01,1.0,5200.0,300.0,Ground out of 3,Carpet Area,Dum Dum,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Agent
357,2022-04-25,2.0,13000.0,1000.0,1 out of 2,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",Kolkata,Semi-Furnished,Bachelors/Family,3.0,Contact Owner
358,2022-05-24,2.0,,500.0,1 out of 3,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
359,2022-05-12,2.0,12000.0,756.0,Ground out of 3,Carpet Area,Dashadron Newtown Rajarhat,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
360,2022-04-23,,15000.0,1000.0,2 out of 3,Super Area,Barrackpore,Kolkata,Unfurnished,,1.0,Contact Owner
361,2022-05-05,1.0,,150.0,1 out of 2,Carpet Area,Anandapur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
362,2022-05-14,1.0,8000.0,800.0,Ground out of 2,Carpet Area,New town near ecopark .,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
363,2022-06-21,2.0,8000.0,700.0,2 out of 3,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,,Contact Agent
364,2022-06-17,1.0,5000.0,420.0,3 out of 3,Super Area,Em Bypass South East,,Unfurnished,Bachelors,1.0,Contact Owner
365,2022-06-21,2.0,10000.0,800.0,Ground out of 1,Super Area,"Gandhi Colony, Netaji Nagar",Kolkata,Unfurnished,Bachelors,1.0,Contact Agent
366,2022-06-24,2.0,12000.0,288.0,2 out of 3,Carpet Area,Kasba,Kolkata,,Bachelors,1.0,Contact Owner
367,2022-06-11,2.0,8000.0,900.0,Ground out of 1,Super Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
368,2022-07-03,2.0,21000.0,850.0,1 out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2.0,
369,2022-06-07,1.0,5000.0,350.0,1 out of 1,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
370,2022-04-27,2.0,9000.0,600.0,Ground out of 2,Super Area,Baghajatin,Kolkata,,Bachelors/Family,1.0,Contact Owner
371,2022-06-26,2.0,8000.0,,Ground out of 2,,Kalyani,Kolkata,Semi-Furnished,Bachelors,1.0,Contact Owner
372,2022-06-11,2.0,7000.0,986.0,2 out of 3,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
373,2022-07-03,3.0,35000.0,1330.0,1 out of 3,,Salt Lake City Sector 2,,Unfurnished,Bachelors,2.0,Contact Agent
374,2022-05-14,3.0,15000.0,1300.0,Ground out of 3,Super Area,,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
375,2022-05-22,2.0,6200.0,800.0,Ground out of 2,Carpet Area,Kestopur,Kolkata,Unfurnished,,1.0,Contact Owner
376,,2.0,9900.0,800.0,1 out of 4,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
