age,is_working,job,marital,education,balance,housing,loan,contact,campaign,poutcome,offer,credit
42,no,blue-collar,divorced,secondary,1037,no,no,unknown,1,unknown,no,67
37,no,blue-collar,married,secondary,67,no,no,unknown,2,unknown,no,0
29,no,management,married,tertiary,5698,no,no,cellular,1,failure,no,304
45,yes,management,single,tertiary,2067,yes,no,cellular,2,success,yes,763
56,no,blue-collar,married,secondary,276,no,no,cellular,1,unknown,no,39
44,no,technician,single,tertiary,222,yes,yes,unknown,1,unknown,no,39
40,no,management,married,tertiary,326,no,no,cellular,2,unknown,no,39
64,yes,retired,married,primary,445,no,no,cellular,3,other,no,157
42,no,admin.,single,secondary,61,yes,no,unknown,1,unknown,no,0
32,no,services,single,secondary,396,yes,no,cellular,4,unknown,no,35
24,no,admin.,single,tertiary,454,yes,no,cellular,1,unknown,no,36
35,yes,blue-collar,married,primary,1177,no,no,cellular,4,unknown,yes,438
55,yes,services,married,secondary,2476,yes,no,unknown,1,unknown,yes,883
32,no,technician,single,tertiary,-311,no,no,cellular,2,unknown,no,0
42,no,services,married,secondary,798,no,no,cellular,1,other,no,59
46,no,management,married,tertiary,2732,yes,no,telephone,2,unknown,no,161
45,no,unknown,married,primary,586,yes,no,telephone,3,unknown,no,0
56,yes,blue-collar,married,secondary,448,yes,yes,cellular,1,other,yes,169
34,yes,admin.,single,secondary,3160,no,no,cellular,8,failure,no,1113
51,no,management,married,secondary,2216,yes,yes,unknown,8,unknown,no,139
22,no,services,single,primary,35,yes,no,unknown,3,unknown,no,0
40,no,technician,married,primary,819,yes,no,unknown,3,unknown,no,40
36,yes,unemployed,married,tertiary,154,no,no,cellular,7,unknown,yes,78
43,no,management,single,tertiary,778,yes,no,cellular,5,unknown,no,69
33,no,blue-collar,single,tertiary,350,yes,no,unknown,5,unknown,no,0
44,yes,management,married,tertiary,1791,no,no,cellular,1,success,yes,640
39,yes,services,married,secondary,0,yes,yes,unknown,3,unknown,no,0
47,no,unemployed,married,secondary,0,no,no,unknown,1,unknown,no,0
44,yes,management,married,tertiary,4119,yes,yes,telephone,1,unknown,yes,1473
59,no,retired,divorced,primary,681,no,yes,unknown,7,unknown,no,70
39,no,blue-collar,married,secondary,2457,no,no,cellular,3,unknown,no,123
35,no,entrepreneur,married,tertiary,753,no,no,cellular,4,unknown,no,80
28,no,unemployed,single,secondary,538,no,no,cellular,3,unknown,no,40
30,no,admin.,married,tertiary,285,no,no,cellular,2,unknown,no,37
26,yes,technician,single,secondary,0,no,yes,cellular,26,unknown,no,33
47,no,technician,divorced,secondary,22,no,no,cellular,6,unknown,no,0
31,no,management,single,tertiary,630,no,no,cellular,2,failure,no,45
31,no,technician,single,secondary,49,yes,no,cellular,1,unknown,no,34
47,no,blue-collar,married,primary,556,yes,no,cellular,2,other,no,44
54,no,technician,married,secondary,13,yes,no,cellular,2,unknown,no,0
41,no,admin.,divorced,secondary,348,yes,no,unknown,3,unknown,no,0
42,no,management,divorced,tertiary,401,yes,no,cellular,9,unknown,no,53
33,no,services,married,secondary,0,yes,no,cellular,1,unknown,no,0
46,no,blue-collar,married,secondary,6215,no,no,unknown,1,unknown,no,309
52,no,management,married,tertiary,1646,no,yes,cellular,3,unknown,no,121
51,yes,technician,married,secondary,117,no,no,cellular,2,unknown,yes,64
42,no,blue-collar,married,secondary,600,no,no,cellular,3,unknown,no,53
30,yes,services,single,secondary,726,yes,yes,cellular,3,unknown,no,256
51,yes,management,divorced,tertiary,1267,yes,no,unknown,2,unknown,no,459
25,no,blue-collar,single,secondary,-220,no,no,cellular,1,unknown,no,0
30,no,blue-collar,single,secondary,363,no,no,cellular,3,unknown,no,42
50,no,technician,married,secondary,0,yes,no,cellular,1,other,no,0
41,yes,housemaid,married,primary,1618,yes,no,cellular,2,unknown,no,568
27,no,housemaid,married,primary,0,yes,no,cellular,3,unknown,no,0
43,no,blue-collar,married,primary,56,no,no,cellular,2,unknown,no,0
38,yes,services,divorced,unknown,6360,no,no,unknown,2,unknown,yes,2238
51,yes,management,single,secondary,1610,yes,no,unknown,3,unknown,yes,569
68,yes,retired,married,tertiary,2820,no,no,cellular,1,failure,yes,1008
45,no,blue-collar,married,primary,114,yes,no,cellular,4,unknown,no,0
57,no,management,married,secondary,1026,yes,no,unknown,2,unknown,no,48
42,yes,blue-collar,married,secondary,2913,no,no,cellular,1,failure,yes,1030
82,yes,retired,married,primary,243,no,no,cellular,1,success,yes,101
34,no,technician,married,secondary,580,yes,no,cellular,1,unknown,no,54
58,no,blue-collar,married,primary,226,yes,yes,cellular,3,unknown,no,38
59,yes,retired,divorced,primary,-88,yes,no,unknown,2,unknown,yes,0
30,yes,housemaid,single,tertiary,19,no,no,cellular,1,success,yes,0
65,no,retired,married,tertiary,1948,no,no,cellular,2,unknown,no,117
53,no,services,divorced,primary,0,no,yes,cellular,1,unknown,no,0
57,no,unemployed,married,secondary,890,no,no,cellular,4,unknown,no,54
46,no,unemployed,divorced,secondary,41,yes,no,unknown,4,unknown,no,33
26,yes,unemployed,single,tertiary,3511,no,no,cellular,2,unknown,yes,1255
29,no,blue-collar,married,primary,4281,yes,no,unknown,2,unknown,no,208
40,no,blue-collar,married,primary,607,yes,no,unknown,1,unknown,no,53
36,no,management,divorced,tertiary,425,yes,yes,cellular,2,unknown,no,39
52,no,blue-collar,married,secondary,665,yes,no,unknown,4,unknown,no,32
51,no,management,married,secondary,3180,yes,no,cellular,1,unknown,no,172
53,no,management,married,tertiary,2094,no,yes,cellular,6,unknown,no,119
43,no,management,divorced,tertiary,3327,no,no,telephone,19,unknown,no,172
48,yes,housemaid,single,primary,46,no,no,cellular,2,failure,yes,0
34,yes,technician,single,tertiary,2733,no,no,cellular,1,unknown,yes,984
33,no,technician,single,tertiary,0,no,no,cellular,2,unknown,no,0
35,no,admin.,single,secondary,57,no,yes,cellular,2,unknown,no,32
47,no,technician,married,secondary,83,yes,no,unknown,2,unknown,no,0
31,no,admin.,single,tertiary,-194,no,no,unknown,2,unknown,no,0
44,no,management,married,tertiary,-61,no,no,cellular,1,unknown,no,0
56,no,blue-collar,married,primary,826,yes,no,cellular,1,unknown,no,58
58,yes,technician,married,secondary,589,yes,no,cellular,3,success,yes,229
49,no,blue-collar,married,secondary,8545,yes,yes,cellular,7,failure,no,442
32,no,admin.,single,secondary,89,yes,yes,unknown,3,unknown,no,32
29,yes,technician,married,secondary,7836,yes,no,unknown,1,unknown,no,2741
54,yes,unknown,married,secondary,2206,no,no,cellular,1,success,yes,779
46,yes,unemployed,divorced,secondary,3354,yes,no,cellular,1,success,yes,1183
30,no,technician,single,secondary,8826,yes,no,cellular,3,other,no,465
44,no,blue-collar,single,secondary,633,yes,no,unknown,1,unknown,no,53
48,no,blue-collar,married,secondary,653,yes,no,unknown,1,unknown,no,62
41,no,blue-collar,married,secondary,140,yes,no,cellular,1,failure,no,0
38,no,blue-collar,divorced,secondary,0,yes,no,telephone,1,success,yes,0
54,no,retired,married,secondary,24,yes,no,unknown,1,unknown,no,0
60,yes,technician,married,primary,65,yes,no,unknown,2,unknown,yes,40
51,no,management,single,tertiary,0,yes,no,unknown,2,unknown,no,0
38,no,blue-collar,married,secondary,168,no,yes,cellular,1,unknown,no,33
36,no,management,single,tertiary,1743,yes,no,cellular,2,unknown,no,119
47,yes,management,single,tertiary,334,yes,no,cellular,3,success,yes,132
30,no,entrepreneur,single,tertiary,216,yes,no,cellular,3,unknown,no,41
31,no,technician,single,secondary,798,no,no,telephone,10,unknown,no,54
41,yes,management,married,primary,102,yes,yes,cellular,1,unknown,no,49
44,no,admin.,married,secondary,-372,yes,no,unknown,1,unknown,no,0
49,no,blue-collar,married,primary,1898,no,no,cellular,1,unknown,no,125
41,no,management,single,tertiary,3947,no,no,telephone,2,unknown,no,228
66,no,entrepreneur,married,primary,0,no,no,telephone,1,unknown,no,33
73,yes,retired,married,primary,934,no,no,cellular,5,unknown,yes,361
50,no,technician,single,secondary,246,yes,no,cellular,2,unknown,no,0
41,yes,technician,single,tertiary,1646,yes,no,cellular,3,success,yes,571
44,no,services,divorced,secondary,2586,yes,no,unknown,1,unknown,no,140
34,no,management,married,tertiary,812,no,no,cellular,2,failure,no,83
51,no,management,divorced,tertiary,311,no,no,telephone,2,unknown,no,48
31,no,management,single,tertiary,874,yes,no,cellular,1,failure,no,50
53,no,blue-collar,married,primary,-1455,yes,no,unknown,2,unknown,no,0
32,yes,admin.,single,tertiary,8866,no,no,cellular,2,success,yes,3124
46,no,blue-collar,married,primary,1533,no,yes,cellular,4,unknown,no,112
56,no,management,single,primary,109,no,yes,telephone,1,other,no,0
54,yes,admin.,married,secondary,1633,no,no,cellular,2,unknown,yes,586
29,no,blue-collar,married,primary,459,yes,yes,cellular,3,failure,no,0
64,no,retired,married,secondary,1176,no,no,cellular,1,unknown,no,59
52,no,services,divorced,secondary,765,yes,no,unknown,3,unknown,no,64
48,yes,technician,married,tertiary,1036,yes,yes,telephone,2,unknown,no,378
32,yes,admin.,single,tertiary,8866,no,no,cellular,2,unknown,yes,3143
56,no,technician,married,secondary,0,yes,no,cellular,1,unknown,no,0
36,yes,blue-collar,married,primary,403,yes,no,unknown,1,unknown,yes,135
44,no,blue-collar,married,secondary,54,yes,no,unknown,1,unknown,no,0
34,yes,blue-collar,married,secondary,1221,yes,no,cellular,2,failure,no,445
27,yes,blue-collar,single,secondary,-27,no,no,unknown,2,unknown,yes,0
34,no,management,single,tertiary,6766,no,no,cellular,5,unknown,no,365
31,yes,management,single,tertiary,9421,no,no,cellular,1,unknown,yes,3309
52,no,management,married,tertiary,751,no,no,cellular,4,failure,no,56
55,no,admin.,divorced,secondary,0,yes,yes,cellular,1,failure,no,0
38,no,management,married,tertiary,595,yes,no,cellular,1,unknown,no,60
26,yes,technician,single,secondary,1231,yes,no,cellular,1,success,yes,446
50,no,entrepreneur,married,secondary,665,no,no,telephone,1,unknown,no,33
34,yes,admin.,married,tertiary,79,yes,no,cellular,1,success,yes,36
81,yes,retired,married,primary,243,no,no,cellular,1,unknown,yes,100
44,no,technician,married,secondary,398,yes,no,unknown,5,unknown,no,35
48,yes,management,married,secondary,4415,yes,no,cellular,3,failure,yes,1545
55,no,entrepreneur,divorced,tertiary,461,yes,yes,unknown,3,unknown,no,0
46,no,blue-collar,married,primary,333,yes,no,cellular,4,unknown,no,43
45,yes,management,single,tertiary,4831,no,no,cellular,3,success,yes,1706
31,no,technician,single,secondary,7567,no,no,cellular,1,failure,no,404
35,no,unemployed,married,tertiary,-94,yes,no,cellular,1,unknown,no,0
34,no,management,single,tertiary,382,no,no,cellular,1,unknown,no,31
47,no,management,married,tertiary,-1379,yes,no,unknown,3,unknown,no,0
39,no,management,single,tertiary,416,no,no,cellular,1,unknown,no,36
30,yes,admin.,single,secondary,-213,yes,yes,unknown,1,unknown,yes,0
31,yes,management,single,tertiary,515,no,no,cellular,5,unknown,yes,191
58,no,housemaid,married,primary,0,yes,no,telephone,1,unknown,no,0
48,yes,technician,single,secondary,329,no,no,cellular,1,unknown,no,146
38,no,admin.,single,secondary,10,no,no,cellular,1,unknown,no,0
60,yes,retired,married,secondary,5789,yes,no,cellular,5,unknown,no,2041
36,no,management,single,tertiary,391,no,no,unknown,1,unknown,no,35
45,no,management,married,tertiary,2022,no,no,unknown,1,unknown,no,137
47,no,management,married,primary,530,yes,no,cellular,3,unknown,no,45
31,no,admin.,single,secondary,5527,yes,no,unknown,1,unknown,no,286
32,no,management,single,tertiary,-217,yes,yes,cellular,4,unknown,no,0
26,no,student,single,tertiary,97,no,no,cellular,1,unknown,no,0
55,no,management,single,tertiary,1464,yes,no,unknown,1,unknown,no,91
45,no,management,married,primary,1533,no,no,cellular,4,unknown,no,99
33,yes,blue-collar,married,primary,-191,yes,yes,cellular,4,unknown,yes,0
36,no,blue-collar,married,unknown,70,yes,no,unknown,4,unknown,no,0
42,no,blue-collar,married,unknown,149,yes,no,telephone,3,unknown,no,0
30,no,services,married,secondary,1399,no,no,cellular,6,unknown,no,85
31,no,management,single,tertiary,394,no,yes,unknown,3,unknown,no,40
36,yes,self-employed,single,tertiary,4844,no,no,unknown,3,unknown,yes,1707
24,yes,management,single,tertiary,1,no,no,cellular,5,unknown,yes,0
44,no,management,married,tertiary,226,yes,no,cellular,3,failure,yes,0
42,yes,management,married,unknown,849,yes,no,cellular,1,other,yes,321
30,no,management,single,tertiary,464,no,no,cellular,1,unknown,no,40
33,no,technician,single,secondary,1769,yes,no,unknown,1,unknown,no,108
35,no,admin.,married,secondary,-488,yes,no,unknown,4,unknown,no,0
45,no,services,married,secondary,38,yes,no,cellular,3,unknown,no,37
52,no,management,single,tertiary,83,no,no,cellular,6,unknown,yes,0
53,no,admin.,married,secondary,172,no,no,cellular,6,unknown,no,37
45,yes,admin.,divorced,primary,429,yes,no,cellular,1,success,yes,158
88,no,retired,married,secondary,433,no,no,telephone,1,failure,no,43
31,no,technician,married,secondary,-556,yes,no,cellular,2,unknown,no,0
49,no,admin.,divorced,secondary,132,yes,no,cellular,1,failure,no,0
50,no,management,married,unknown,3304,no,no,unknown,2,unknown,no,184
42,no,management,divorced,tertiary,621,no,yes,cellular,2,unknown,no,50
33,no,technician,single,secondary,14,yes,no,unknown,1,unknown,no,0
46,no,blue-collar,married,primary,222,no,no,cellular,2,unknown,no,34
39,no,housemaid,married,primary,-44,yes,no,unknown,1,unknown,no,0
31,no,services,single,secondary,2070,no,no,cellular,2,unknown,no,121
41,yes,admin.,divorced,secondary,639,yes,no,cellular,1,unknown,no,243
43,yes,admin.,married,secondary,-879,yes,no,unknown,4,unknown,no,0
26,no,entrepreneur,married,unknown,345,yes,yes,cellular,4,unknown,no,0
35,no,technician,single,tertiary,0,yes,no,telephone,2,unknown,no,0
64,yes,retired,married,secondary,571,yes,no,cellular,2,unknown,yes,233
33,no,self-employed,divorced,tertiary,454,no,yes,cellular,1,unknown,no,45
31,no,blue-collar,married,secondary,360,yes,no,unknown,1,unknown,no,32
29,yes,management,married,tertiary,1387,yes,no,cellular,2,unknown,yes,482
48,no,management,single,secondary,290,yes,no,cellular,2,unknown,no,44
37,yes,management,married,tertiary,40,no,no,cellular,4,unknown,yes,0
38,yes,management,married,tertiary,3436,no,no,cellular,4,unknown,yes,1213
31,yes,blue-collar,married,secondary,512,yes,no,cellular,2,unknown,no,218
52,no,management,married,tertiary,1545,no,no,unknown,4,unknown,no,97
39,no,management,married,secondary,0,yes,no,cellular,3,unknown,no,0
48,yes,technician,single,secondary,-92,yes,no,cellular,1,unknown,yes,0
54,no,blue-collar,married,unknown,363,yes,no,unknown,1,unknown,no,37
63,no,retired,married,primary,3738,no,no,telephone,1,failure,no,204
81,yes,retired,divorced,primary,949,no,no,cellular,2,other,yes,334
37,yes,admin.,divorced,secondary,1533,yes,no,cellular,4,unknown,yes,558
51,no,blue-collar,married,unknown,0,yes,no,telephone,4,unknown,no,0
30,no,technician,married,unknown,-315,yes,no,unknown,2,unknown,no,0
29,no,blue-collar,single,secondary,874,yes,no,unknown,5,unknown,no,63
46,no,admin.,married,secondary,1328,yes,no,unknown,6,unknown,no,75
37,yes,technician,married,secondary,0,yes,no,cellular,4,other,no,0
25,yes,management,single,tertiary,3,yes,yes,cellular,1,unknown,yes,0
45,no,admin.,married,secondary,-405,no,no,cellular,3,unknown,no,0
42,no,technician,married,secondary,122,yes,no,cellular,2,unknown,no,0
47,no,blue-collar,married,primary,469,no,no,telephone,6,unknown,no,51
43,yes,services,single,secondary,3403,yes,no,cellular,2,success,yes,1217
35,no,technician,married,secondary,23,yes,no,unknown,1,unknown,no,0
35,yes,technician,single,tertiary,1880,no,no,cellular,1,unknown,yes,688
34,no,admin.,single,secondary,-478,yes,yes,unknown,4,unknown,no,0
27,no,technician,single,tertiary,-291,yes,no,unknown,2,unknown,no,0
35,no,management,single,tertiary,550,yes,no,unknown,2,unknown,no,38
48,yes,technician,married,primary,235,no,no,cellular,2,success,yes,107
42,yes,admin.,married,secondary,2918,yes,no,unknown,2,unknown,no,1033
31,yes,technician,married,secondary,684,yes,no,cellular,3,unknown,yes,245
43,no,blue-collar,divorced,primary,1234,yes,no,cellular,1,unknown,no,80
43,no,blue-collar,married,primary,-124,yes,no,unknown,5,unknown,no,0
42,no,management,divorced,secondary,-272,no,no,cellular,1,unknown,no,0
37,no,services,married,secondary,184,yes,no,cellular,1,failure,no,32
32,no,technician,divorced,secondary,2,yes,no,unknown,17,unknown,no,33
43,no,management,married,tertiary,0,yes,no,cellular,1,unknown,no,30
41,no,technician,single,tertiary,1104,no,no,unknown,1,unknown,no,80
33,yes,technician,single,secondary,3059,no,yes,cellular,2,unknown,yes,1086
42,yes,services,married,secondary,774,no,no,cellular,1,unknown,yes,289
32,no,blue-collar,single,secondary,1067,yes,no,unknown,2,unknown,no,65
45,no,services,divorced,secondary,88,no,yes,cellular,1,unknown,no,0
55,no,technician,married,secondary,361,yes,yes,cellular,2,unknown,no,0
32,yes,admin.,married,secondary,995,no,no,cellular,1,other,yes,374
30,no,management,married,tertiary,24,yes,no,cellular,2,unknown,no,0
31,no,technician,single,secondary,433,no,no,cellular,2,unknown,no,45
30,no,services,single,secondary,-97,yes,no,unknown,2,unknown,no,0
52,no,admin.,divorced,secondary,2002,no,no,unknown,4,unknown,no,119
51,yes,management,married,tertiary,2635,no,no,cellular,3,failure,yes,940
36,yes,management,single,tertiary,3850,yes,no,cellular,2,failure,yes,1364
57,no,admin.,married,primary,1119,no,no,cellular,2,unknown,no,58
53,yes,unemployed,divorced,secondary,587,no,no,cellular,1,unknown,yes,216
35,yes,management,divorced,tertiary,859,yes,yes,cellular,1,unknown,yes,317
39,no,blue-collar,married,primary,481,no,no,cellular,3,other,no,43
66,yes,retired,married,secondary,2048,no,no,cellular,1,unknown,yes,719
34,no,technician,married,secondary,7487,no,no,cellular,2,unknown,no,387
